id,created,amount,currency,status,livemode,customer
ch_0000000000000058,1768011300,6481,usd,succeeded,True,
ch_0000000000000059,1768042020,79869,usd,succeeded,True,
ch_000000000000005a,1768009560,24474,usd,succeeded,True,
ch_000000000000005b,1768118100,27064,usd,succeeded,True,
ch_000000000000005c,1768151880,15741,usd,succeeded,True,
ch_000000000000005d,1768143180,45675,usd,succeeded,True,
ch_000000000000005e,1768096320,6214,usd,succeeded,True,
ch_000000000000005f,1768100220,39589,usd,succeeded,True,
ch_0000000000000060,1768170000,108145,usd,succeeded,True,
ch_0000000000000061,1768132860,9721,usd,succeeded,True,
ch_0000000000000062,1768126860,5241,usd,succeeded,True,
ch_0000000000000063,1768181280,55679,usd,succeeded,True,
ch_0000000000000064,1768184400,123304,usd,succeeded,True,
ch_0000000000000065,1768225740,3629,usd,succeeded,True,
ch_0000000000000066,1768215960,28508,usd,succeeded,True,
ch_0000000000000067,1768234560,47501,usd,succeeded,True,
ch_0000000000000068,1768182360,64416,usd,succeeded,True,
ch_0000000000000069,1768258680,47489,usd,succeeded,True,
ch_000000000000006a,1768219440,34246,usd,succeeded,True,
ch_000000000000006b,1768281480,8446,usd,succeeded,True,
ch_000000000000006c,1768271340,40561,usd,succeeded,True,
ch_000000000000006d,1768291980,14161,usd,succeeded,True,
ch_000000000000006e,1768279440,29132,usd,succeeded,True,
ch_000000000000006f,1768266000,14399,usd,succeeded,True,
ch_0000000000000070,1768317000,37683,usd,succeeded,True,
ch_0000000000000071,1768311300,35620,usd,succeeded,True,
ch_0000000000000072,1768418700,43217,usd,succeeded,True,
ch_0000000000000073,1768426320,105683,usd,succeeded,True,
ch_0000000000000074,1768382100,14377,usd,succeeded,True,
ch_0000000000000075,1768407300,6401,usd,succeeded,True,
ch_0000000000000076,1768404720,54275,usd,succeeded,True,
ch_0000000000000077,1768365360,32708,usd,succeeded,True,
ch_0000000000000078,1768409700,81913,usd,succeeded,True,
ch_0000000000000079,1768484460,73570,usd,succeeded,True,
ch_000000000000007a,1768447800,11213,usd,succeeded,True,
ch_000000000000007b,1768448580,25230,usd,succeeded,True,
ch_000000000000007c,1768467060,71361,usd,succeeded,True,
ch_000000000000007d,1768477980,6220,usd,succeeded,True,
ch_000000000000007e,1768446660,35464,usd,succeeded,True,
ch_000000000000007f,1768568760,168291,usd,succeeded,True,
ch_0000000000000080,1768568880,19402,usd,succeeded,True,
ch_0000000000000081,1768568700,8824,usd,succeeded,True,
ch_0000000000000082,1768606320,42212,usd,succeeded,True,
ch_0000000000000083,1768574160,32976,usd,succeeded,True,
ch_0000000000000084,1768601460,12637,usd,succeeded,True,
ch_0000000000000085,1768595280,15099,usd,succeeded,True,
ch_0000000000000086,1768541460,15551,usd,succeeded,True,
ch_0000000000000087,1768590480,21954,usd,succeeded,True,
ch_0000000000000088,1768546140,28950,usd,succeeded,True,
ch_0000000000000089,1768546380,74866,usd,succeeded,True,
ch_000000000000008a,1768669080,14649,usd,succeeded,True,
ch_000000000000008b,1768608540,12293,usd,succeeded,True,
ch_000000000000008c,1768685040,7373,usd,succeeded,True,
ch_000000000000008d,1768676940,33360,usd,succeeded,True,
ch_000000000000008e,1768647420,43637,usd,succeeded,True,
ch_000000000000008f,1768634400,8344,usd,succeeded,True,
ch_0000000000000090,1768692420,21698,usd,succeeded,True,
ch_0000000000000091,1768688640,90151,usd,succeeded,True,
ch_0000000000000092,1768667820,44637,usd,succeeded,True,
ch_0000000000000093,1768646040,45785,usd,succeeded,True,
ch_0000000000000094,1768633200,117714,usd,succeeded,True,
ch_0000000000000095,1768726860,28608,usd,succeeded,True,
ch_0000000000000096,1768706100,18268,usd,succeeded,True,
ch_0000000000000097,1768752900,48151,usd,succeeded,True,
ch_0000000000000098,1768747560,17844,usd,succeeded,True,
ch_0000000000000099,1768706700,40183,usd,succeeded,True,
ch_000000000000009a,1768747080,44478,usd,succeeded,True,
ch_000000000000009b,1768725300,33313,usd,succeeded,True,
ch_000000000000009c,1768696680,18417,usd,succeeded,True,
ch_000000000000009d,1768709580,30339,usd,succeeded,True,
ch_000000000000009e,1768752300,9131,usd,succeeded,True,
ch_000000000000009f,1768768320,5217,usd,succeeded,True,
ch_00000000000000a0,1768834560,80678,usd,succeeded,True,
ch_00000000000000a1,1768797180,97542,usd,succeeded,True,
ch_00000000000000a2,1768864680,11197,usd,succeeded,True,
ch_00000000000000a3,1768857840,20687,usd,succeeded,True,
ch_00000000000000a4,1768831920,11244,usd,succeeded,True,
ch_00000000000000a5,1768794600,13301,usd,succeeded,True,
ch_00000000000000a6,1768797240,37529,usd,succeeded,True,
ch_00000000000000a7,1768846980,8514,usd,succeeded,True,
ch_00000000000000a8,1768797540,32874,usd,succeeded,True,
ch_00000000000000a9,1768906920,35340,usd,succeeded,True,
ch_00000000000000aa,1768916640,192266,usd,succeeded,True,
ch_00000000000000ab,1768914060,78545,usd,succeeded,True,
ch_00000000000000ac,1768940580,8603,usd,succeeded,True,
ch_00000000000000ad,1768889880,111889,usd,succeeded,True,
ch_00000000000000ae,1768924200,66640,usd,succeeded,True,
ch_00000000000000af,1768927620,49366,usd,succeeded,True,
ch_00000000000000b0,1768886040,73800,usd,succeeded,True,
ch_00000000000000b1,1768917060,78266,usd,succeeded,True,
ch_00000000000000b2,1768993140,39525,usd,succeeded,True,
ch_00000000000000b3,1769011560,10825,usd,succeeded,True,
ch_00000000000000b4,1769030880,29220,usd,succeeded,True,
ch_00000000000000b5,1769014980,37560,usd,succeeded,True,
ch_00000000000000b6,1769031300,15905,usd,succeeded,True,
ch_00000000000000b7,1769049180,83467,usd,succeeded,True,
ch_00000000000000b8,1769082120,18796,usd,succeeded,True,
ch_00000000000000b9,1769055780,31392,usd,succeeded,True,
ch_00000000000000ba,1769062140,9277,usd,succeeded,True,
ch_00000000000000bb,1769086980,12906,usd,succeeded,True,
ch_00000000000000bc,1769101860,30420,usd,succeeded,True,
ch_00000000000000bd,1769188680,27016,usd,succeeded,True,
ch_00000000000000be,1769196420,27192,usd,succeeded,True,
ch_00000000000000bf,1769136900,54623,usd,succeeded,True,
ch_00000000000000c0,1769207640,35655,usd,succeeded,True,
ch_00000000000000c1,1769178360,24882,usd,succeeded,True,
ch_00000000000000c2,1769134800,85658,usd,succeeded,True,
ch_00000000000000c3,1769167980,10752,usd,succeeded,True,
ch_00000000000000c4,1769274540,11624,usd,succeeded,True,
ch_00000000000000c5,1769296380,24455,usd,succeeded,True,
ch_00000000000000c6,1769296200,75020,usd,succeeded,True,
ch_00000000000000c7,1769290440,116488,usd,succeeded,True,
ch_00000000000000c8,1769379240,13363,usd,succeeded,True,
ch_00000000000000c9,1769303700,36399,usd,succeeded,True,
ch_00000000000000ca,1769326740,18038,usd,succeeded,True,
ch_00000000000000cb,1769314380,36057,usd,succeeded,True,
ch_00000000000000cc,1769352720,45297,usd,succeeded,True,
ch_00000000000000cd,1769377740,51274,usd,succeeded,True,
ch_00000000000000ce,1769372340,30060,usd,succeeded,True,
ch_00000000000000cf,1769300520,129473,usd,succeeded,True,
ch_00000000000000d0,1769311500,14619,usd,succeeded,True,
ch_00000000000000d1,1769301960,11332,usd,succeeded,True,
ch_00000000000000d2,1769341560,100356,usd,succeeded,True,
ch_00000000000000d3,1769307660,2407,usd,succeeded,True,
ch_00000000000000d4,1769466900,36754,usd,succeeded,True,
ch_00000000000000d5,1769394780,13441,usd,failed,True,
ch_00000000000000d6,1769453220,48673,usd,succeeded,True,
ch_00000000000000d7,1769393160,42315,usd,succeeded,True,
ch_00000000000000d8,1769436300,27735,usd,succeeded,True,
ch_00000000000000d9,1769460780,19651,usd,succeeded,True,
ch_00000000000000da,1769395860,58960,usd,succeeded,True,
ch_00000000000000db,1769549100,17048,usd,succeeded,True,
ch_00000000000000dc,1769487540,22014,usd,succeeded,True,
ch_00000000000000dd,1769480940,24616,usd,succeeded,True,
ch_00000000000000de,1769553000,15096,usd,succeeded,True,
ch_00000000000000df,1769597580,96205,usd,succeeded,True,
ch_00000000000000e0,1769599560,106343,usd,succeeded,True,
ch_00000000000000e1,1769635620,14547,usd,succeeded,True,
ch_00000000000000e2,1769569140,51090,usd,succeeded,True,
ch_00000000000000e3,1769560080,52154,usd,succeeded,True,
ch_00000000000000e4,1769561460,7312,usd,succeeded,True,
ch_00000000000000e5,1769615460,41681,usd,succeeded,True,
ch_00000000000000e6,1769642760,48594,usd,succeeded,True,
ch_00000000000000e7,1769639280,47385,usd,succeeded,True,
ch_00000000000000e8,1769630400,69438,usd,succeeded,True,
ch_00000000000000e9,1769560260,25539,usd,succeeded,True,
ch_00000000000000ea,1769603580,65470,usd,succeeded,True,
ch_00000000000000eb,1769691000,38032,usd,succeeded,True,
ch_00000000000000ec,1769703060,17975,usd,succeeded,True,
ch_00000000000000ed,1769668680,118597,usd,succeeded,True,
ch_00000000000000ee,1769718600,10404,usd,succeeded,True,
ch_00000000000000ef,1769655780,4616,usd,succeeded,True,
ch_00000000000000f0,1769782620,72591,usd,succeeded,True,
ch_00000000000000f1,1769802060,14047,usd,succeeded,True,
ch_00000000000000f2,1769783400,76931,usd,succeeded,True,
ch_00000000000000f3,1769792880,8606,usd,succeeded,True,
ch_00000000000000f4,1769751180,2056,usd,succeeded,True,
ch_00000000000000f5,1769801460,43889,usd,succeeded,True,
ch_00000000000000f6,1769813400,20143,usd,succeeded,True,
ch_00000000000000f7,1769793300,5645,usd,succeeded,True,
ch_00000000000000f8,1769749380,36319,usd,succeeded,True,
ch_00000000000000f9,1769802660,12091,usd,succeeded,True,
ch_00000000000000fa,1769849820,17227,usd,succeeded,True,
ch_00000000000000fb,1769833860,14381,usd,succeeded,True,
ch_00000000000000fc,1769900700,32369,usd,succeeded,True,
ch_00000000000000fd,1769822100,11728,usd,succeeded,True,
ch_00000000000000fe,1769883600,29257,usd,succeeded,True,
ch_00000000000000ff,1769874240,29432,usd,succeeded,True,
ch_0000000000000100,1769825940,49763,usd,succeeded,True,
ch_0000000000000101,1769881320,57554,usd,succeeded,True,
ch_0000000000000102,1769886300,25955,usd,succeeded,True,
ch_0000000000000103,1769824980,116455,usd,succeeded,True,
ch_0000000000000104,1769870940,32868,usd,succeeded,True,
ch_0000000000000105,1769844540,3921,usd,succeeded,True,
ch_0000000000000106,1769936280,46023,usd,succeeded,True,
ch_0000000000000107,1769984460,33872,usd,succeeded,True,
ch_0000000000000108,1769952840,61976,usd,succeeded,True,
ch_0000000000000109,1769914860,20670,usd,succeeded,True,
ch_000000000000010a,1769970420,48598,usd,succeeded,True,
ch_000000000000010b,1769924580,34774,usd,succeeded,True,
ch_000000000000010c,1769984160,21012,usd,succeeded,True,
ch_000000000000010d,1769906820,125157,usd,succeeded,True,
ch_000000000000010e,1770051960,113799,usd,succeeded,True,
ch_000000000000010f,1770059220,23221,usd,succeeded,True,
ch_0000000000000110,1770075900,8815,usd,succeeded,True,
ch_0000000000000111,1770075180,62911,usd,succeeded,True,
ch_0000000000000112,1770131340,29475,usd,succeeded,True,
ch_0000000000000113,1770129120,10664,usd,succeeded,True,
ch_0000000000000114,1770134640,91220,usd,succeeded,True,
ch_0000000000000115,1770155640,39891,usd,succeeded,True,
ch_0000000000000116,1770118020,51377,usd,succeeded,True,
ch_0000000000000117,1770163080,29002,usd,succeeded,True,
ch_0000000000000118,1770157020,26874,usd,succeeded,True,
ch_0000000000000119,1770182700,11011,usd,succeeded,True,
ch_000000000000011a,1770229020,59728,usd,succeeded,True,
ch_000000000000011b,1770203280,72475,usd,succeeded,True,
ch_000000000000011c,1770210480,76647,usd,succeeded,True,
ch_000000000000011d,1770204780,55550,usd,succeeded,True,
ch_000000000000011e,1770205560,29894,usd,succeeded,True,
ch_000000000000011f,1770245820,38062,usd,succeeded,True,
ch_0000000000000120,1770235080,115791,usd,succeeded,True,
ch_0000000000000121,1770246300,26385,usd,succeeded,True,
ch_0000000000000122,1770173580,3048,usd,succeeded,True,
ch_0000000000000123,1770298140,6465,usd,succeeded,True,
ch_0000000000000124,1770319620,53401,usd,succeeded,True,
ch_0000000000000125,1770274620,3644,usd,succeeded,True,
ch_0000000000000126,1770285420,165151,usd,succeeded,True,
ch_0000000000000127,1770297120,38542,usd,succeeded,True,
ch_0000000000000128,1770259620,45795,usd,succeeded,True,
ch_0000000000000129,1770267540,9640,usd,succeeded,True,
ch_000000000000012a,1770376740,24391,usd,succeeded,True,
ch_000000000000012b,1770336480,67284,usd,succeeded,True,
ch_000000000000012c,1770351900,38709,usd,succeeded,True,
ch_000000000000012d,1770341340,66496,usd,succeeded,True,
ch_000000000000012e,1770369180,32091,usd,succeeded,True,
ch_000000000000012f,1770410400,18363,usd,succeeded,True,
ch_0000000000000130,1770396900,98769,usd,succeeded,True,
ch_0000000000000131,1770338040,18737,usd,succeeded,True,
ch_0000000000000132,1770371160,79517,usd,succeeded,True,
ch_0000000000000133,1770415800,23778,usd,succeeded,True,
ch_0000000000000134,1770381900,42967,usd,succeeded,True,
ch_0000000000000135,1770384660,20161,usd,succeeded,True,
ch_0000000000000136,1770365040,40639,usd,succeeded,True,
ch_0000000000000137,1770383100,47896,usd,succeeded,True,
ch_0000000000000138,1770423900,20656,usd,succeeded,True,
ch_0000000000000139,1770442620,8512,usd,succeeded,True,
ch_000000000000013a,1770454260,64650,usd,succeeded,True,
ch_000000000000013b,1770492780,103563,usd,succeeded,True,
ch_000000000000013c,1770441480,17455,usd,succeeded,True,
ch_000000000000013d,1770478980,57524,usd,succeeded,True,
ch_000000000000013e,1770481860,40701,usd,succeeded,True,
ch_000000000000013f,1770499920,106841,usd,succeeded,True,
ch_0000000000000140,1770507720,115218,usd,succeeded,True,
ch_0000000000000141,1770546600,8404,usd,succeeded,True,
ch_0000000000000142,1770541020,86602,usd,succeeded,True,
ch_0000000000000143,1770509220,5148,usd,succeeded,True,
ch_0000000000000144,1770516720,29676,usd,succeeded,True,
ch_0000000000000145,1770527160,39393,usd,succeeded,True,
ch_0000000000000146,1770539460,94910,usd,succeeded,True,
ch_0000000000000147,1770513180,24162,usd,succeeded,True,
ch_0000000000000148,1770612780,87688,usd,succeeded,True,
ch_0000000000000149,1770645420,23569,usd,succeeded,True,
ch_000000000000014a,1770655080,22630,usd,succeeded,True,
ch_000000000000014b,1770645060,94757,usd,succeeded,True,
ch_000000000000014c,1770609720,30749,usd,succeeded,True,
ch_000000000000014d,1770627840,13229,usd,succeeded,True,
ch_000000000000014e,1770735000,27374,usd,succeeded,True,
ch_000000000000014f,1770705360,10499,usd,succeeded,True,
ch_0000000000000150,1770757620,25304,usd,succeeded,True,
ch_0000000000000151,1770691380,18351,usd,succeeded,True,
ch_0000000000000152,1770683940,5411,usd,succeeded,True,
ch_0000000000000153,1770686340,61130,usd,succeeded,True,
ch_0000000000000154,1770721260,44030,usd,succeeded,True,
ch_0000000000000155,1770823740,5010,usd,succeeded,True,
ch_0000000000000156,1770806400,89887,usd,succeeded,True,
ch_0000000000000157,1770830520,22032,usd,succeeded,True,
ch_0000000000000158,1770820380,47923,usd,succeeded,True,
ch_0000000000000159,1770794580,8546,usd,succeeded,True,
ch_000000000000015a,1770820500,24884,usd,succeeded,True,
ch_000000000000015b,1770811800,34873,usd,succeeded,True,
ch_000000000000015c,1770791580,22674,usd,succeeded,True,
ch_000000000000015d,1770925920,29083,usd,succeeded,True,
ch_000000000000015e,1770927000,74027,usd,succeeded,True,
ch_000000000000015f,1770919920,11184,usd,succeeded,True,
ch_0000000000000160,1770863820,105941,usd,succeeded,True,
ch_0000000000000161,1770895920,29023,usd,succeeded,True,
ch_0000000000000162,1770855900,41003,usd,succeeded,True,
ch_0000000000000163,1770993780,30874,usd,succeeded,True,
ch_0000000000000164,1770991380,91944,usd,succeeded,True,
ch_0000000000000165,1771007880,15302,usd,succeeded,True,
ch_0000000000000166,1770991800,46048,usd,succeeded,True,
ch_0000000000000167,1771025520,17097,usd,succeeded,True,
ch_0000000000000168,1771023180,73410,usd,succeeded,True,
ch_0000000000000169,1771013700,41495,usd,succeeded,True,
ch_000000000000016a,1771009080,18338,usd,succeeded,True,
ch_000000000000016b,1770958320,31376,usd,succeeded,True,
ch_000000000000016c,1770974880,85621,usd,succeeded,True,
ch_000000000000016d,1770943740,1491,usd,succeeded,True,
ch_000000000000016e,1771057740,12144,usd,succeeded,True,
ch_000000000000016f,1771055100,50385,usd,succeeded,True,
ch_0000000000000170,1771074240,31931,usd,succeeded,True,
ch_0000000000000171,1771105260,122351,usd,succeeded,True,
ch_0000000000000172,1771107240,78273,usd,succeeded,True,
ch_0000000000000173,1771057620,21811,usd,succeeded,True,
ch_0000000000000174,1771190580,54471,usd,succeeded,True,
ch_0000000000000175,1771116540,28675,usd,succeeded,True,
ch_0000000000000176,1771191600,28881,usd,succeeded,True,
ch_0000000000000177,1771178280,27404,usd,succeeded,True,
ch_0000000000000178,1771150320,61061,usd,succeeded,True,
ch_0000000000000179,1771131600,10501,usd,succeeded,True,
ch_000000000000017a,1771136400,26835,usd,succeeded,True,
ch_000000000000017b,1771134000,69457,usd,succeeded,True,
ch_000000000000017c,1771153920,63229,usd,succeeded,True,
ch_000000000000017d,1771132440,115315,usd,succeeded,True,
ch_000000000000017e,1771272780,13718,usd,succeeded,True,
ch_000000000000017f,1771230600,14419,usd,succeeded,True,
ch_0000000000000180,1771262280,134883,usd,succeeded,True,
ch_0000000000000181,1771271640,4787,usd,succeeded,True,
ch_0000000000000182,1771234980,73062,usd,succeeded,True,
ch_0000000000000183,1771266960,42236,usd,succeeded,True,
ch_0000000000000184,1771319220,10583,usd,succeeded,True,
ch_0000000000000185,1771334160,33020,usd,succeeded,True,
ch_0000000000000186,1771288320,32406,usd,succeeded,True,
ch_0000000000000187,1771361340,54877,usd,succeeded,True,
ch_0000000000000188,1771343760,68176,usd,succeeded,True,
ch_0000000000000189,1771286820,78313,usd,succeeded,True,
ch_000000000000018a,1771403640,21514,usd,succeeded,True,
ch_000000000000018b,1771440300,38057,usd,succeeded,True,
ch_000000000000018c,1771418160,14318,usd,succeeded,True,
ch_000000000000018d,1771386780,21056,usd,succeeded,True,
ch_000000000000018e,1771441200,32670,usd,succeeded,True,
ch_000000000000018f,1771428720,28252,usd,succeeded,True,
ch_0000000000000190,1771445160,69438,usd,succeeded,True,
ch_0000000000000191,1771440780,188763,usd,succeeded,True,
ch_0000000000000192,1771389120,61265,usd,succeeded,True,
ch_0000000000000193,1771381200,77700,usd,succeeded,True,
ch_0000000000000194,1771408560,56720,usd,succeeded,True,
ch_0000000000000195,1771398540,12860,usd,succeeded,True,
ch_0000000000000196,1771376220,22395,usd,succeeded,True,
ch_0000000000000197,1771439400,30976,usd,succeeded,True,
ch_0000000000000198,1771381500,55705,usd,succeeded,True,
ch_0000000000000199,1771540500,9262,usd,succeeded,True,
ch_000000000000019a,1771521960,4164,usd,succeeded,True,
ch_000000000000019b,1771506360,55684,usd,succeeded,True,
ch_000000000000019c,1771463220,49127,usd,succeeded,True,
ch_000000000000019d,1771493700,10144,usd,succeeded,True,
ch_000000000000019e,1771498740,88285,usd,succeeded,True,
ch_000000000000019f,1771504320,3922,usd,succeeded,True,
ch_00000000000001a0,1771508400,28902,usd,succeeded,True,
ch_00000000000001a1,1771498980,9823,usd,succeeded,True,
ch_00000000000001a2,1771576440,30618,usd,succeeded,True,
ch_00000000000001a3,1771614780,15543,usd,succeeded,True,
ch_00000000000001a4,1771590360,27262,usd,succeeded,True,
ch_00000000000001a5,1771552740,62730,usd,succeeded,True,
ch_00000000000001a6,1771617600,125581,usd,succeeded,True,
ch_00000000000001a7,1771619400,24616,usd,succeeded,True,
ch_00000000000001a8,1771611180,27423,usd,succeeded,True,
ch_00000000000001a9,1771682820,42492,usd,succeeded,True,
ch_00000000000001aa,1771698900,21498,usd,succeeded,True,
ch_00000000000001ab,1771636320,4595,usd,succeeded,True,
ch_00000000000001ac,1771686420,39970,usd,succeeded,True,
ch_00000000000001ad,1771705440,110855,usd,succeeded,True,
ch_00000000000001ae,1771693140,42898,usd,succeeded,True,
ch_00000000000001af,1771675800,53265,usd,succeeded,True,
ch_00000000000001b0,1771763460,39116,usd,succeeded,True,
ch_00000000000001b1,1771735560,23496,usd,succeeded,True,
ch_00000000000001b2,1771782600,17820,usd,succeeded,True,
ch_00000000000001b3,1771804080,19216,usd,succeeded,True,
ch_00000000000001b4,1771835940,8172,usd,succeeded,True,
ch_00000000000001b5,1771883940,18167,usd,succeeded,True,
ch_00000000000001b6,1771812180,29238,usd,succeeded,True,
ch_00000000000001b7,1771819500,77908,usd,succeeded,True,
ch_00000000000001b8,1771823460,51015,usd,succeeded,True,
ch_00000000000001b9,1771816440,77613,usd,succeeded,True,
ch_00000000000001ba,1771901700,33846,usd,succeeded,True,
ch_00000000000001bb,1771966680,52410,usd,succeeded,True,
ch_00000000000001bc,1771937340,39671,usd,succeeded,True,
ch_00000000000001bd,1771977420,35504,usd,succeeded,True,
ch_00000000000001be,1771976880,25490,usd,succeeded,True,
ch_00000000000001bf,1771962600,10884,usd,succeeded,True,
ch_00000000000001c0,1772023260,100974,usd,succeeded,True,
ch_00000000000001c1,1772005860,50150,usd,succeeded,True,
ch_00000000000001c2,1771984020,30056,usd,succeeded,True,
ch_00000000000001c3,1772016960,40738,usd,succeeded,True,
ch_00000000000001c4,1771993620,29033,usd,succeeded,True,
ch_00000000000001c5,1771979580,13860,usd,succeeded,True,
ch_00000000000001c6,1772016900,24273,usd,succeeded,True,
ch_00000000000001c7,1772061060,76617,usd,succeeded,True,
ch_00000000000001c8,1772043360,11501,usd,succeeded,True,
ch_00000000000001c9,1772092860,114673,usd,succeeded,True,
ch_00000000000001ca,1772075760,45740,usd,succeeded,True,
ch_00000000000001cb,1772133720,36368,usd,succeeded,True,
ch_00000000000001cc,1772148060,8916,usd,succeeded,True,
ch_00000000000001cd,1772132280,118225,usd,succeeded,True,
ch_00000000000001ce,1772119680,36167,usd,succeeded,True,
ch_00000000000001cf,1772101680,34538,usd,succeeded,True,
ch_00000000000001d0,1772142600,39013,usd,succeeded,True,
ch_00000000000001d1,1772142000,48704,usd,succeeded,True,
ch_00000000000001d2,1772220840,5388,usd,succeeded,True,
ch_00000000000001d3,1772198220,18702,usd,succeeded,True,
ch_00000000000001d4,1772236380,33007,usd,succeeded,True,
ch_00000000000001d5,1772224920,28002,usd,succeeded,True,
ch_00000000000001d6,1772173140,70774,usd,succeeded,True,
ch_00000000000001d7,1772178480,7677,usd,succeeded,True,
ch_00000000000001d8,1772222160,20516,usd,succeeded,True,
ch_00000000000001d9,1772241060,15169,usd,succeeded,True,
ch_00000000000001da,1772239620,45018,usd,succeeded,True,
ch_00000000000001db,1772307120,125174,usd,succeeded,True,
ch_00000000000001dc,1772305380,31743,usd,succeeded,True,
