id,order_id,kind,status,created_at,amount,currency,gateway,processed_at,payment_method_type
8000070,5000070,sale,success,2026-01-07T19:15:00+00:00,275.22,USD,stripe,2026-01-07T19:15:00+00:00,credit_card
8000071,5000071,sale,success,2026-01-07T09:39:00+00:00,502.73,USD,stripe,2026-01-07T09:39:00+00:00,credit_card
8000072,5000072,sale,success,2026-01-07T06:46:00+00:00,204.88,USD,shopify_payments,2026-01-07T06:46:00+00:00,credit_card
8000073,5000073,sale,success,2026-01-07T21:14:00+00:00,47.61,USD,paypal,2026-01-07T21:14:00+00:00,paypal
8000074,5000074,sale,success,2026-01-07T01:00:00+00:00,361.82,USD,stripe,2026-01-07T01:00:00+00:00,credit_card
8000075,5000075,sale,success,2026-01-07T08:27:00+00:00,843.03,USD,stripe,2026-01-07T08:27:00+00:00,credit_card
8000076,5000076,sale,success,2026-01-07T00:25:00+00:00,107.79,USD,shopify_payments,2026-01-07T00:25:00+00:00,credit_card
8000077,5000077,sale,success,2026-01-07T11:28:00+00:00,345.66,USD,shopify_payments,2026-01-07T11:28:00+00:00,credit_card
8000078,5000078,sale,success,2026-01-07T17:55:00+00:00,108.32,USD,stripe,2026-01-07T17:55:00+00:00,credit_card
8000079,5000079,sale,success,2026-01-07T11:00:00+00:00,221.95,USD,shopify_payments,2026-01-07T11:00:00+00:00,credit_card
8000080,5000080,sale,success,2026-01-08T01:01:00+00:00,492.9,USD,shopify_payments,2026-01-08T01:01:00+00:00,credit_card
8000081,5000081,sale,success,2026-01-08T06:10:00+00:00,225.19,USD,shopify_payments,2026-01-08T06:10:00+00:00,credit_card
8000082,5000082,sale,success,2026-01-08T12:34:00+00:00,424.0,USD,shopify_payments,2026-01-08T12:34:00+00:00,credit_card
8000083,5000083,sale,success,2026-01-08T20:36:00+00:00,144.85,USD,shopify_payments,2026-01-08T20:36:00+00:00,credit_card
8000084,5000084,sale,success,2026-01-08T07:56:00+00:00,189.3,USD,stripe,2026-01-08T07:56:00+00:00,credit_card
8000085,5000085,sale,success,2026-01-08T18:52:00+00:00,218.43,USD,shopify_payments,2026-01-08T18:52:00+00:00,credit_card
8000086,5000086,sale,success,2026-01-08T00:04:00+00:00,238.08,USD,paypal,2026-01-08T00:04:00+00:00,paypal
8000087,5000087,sale,success,2026-01-08T04:21:00+00:00,207.17,USD,shopify_payments,2026-01-08T04:21:00+00:00,credit_card
8000088,5000088,sale,success,2026-01-08T06:04:00+00:00,955.45,USD,shopify_payments,2026-01-08T06:04:00+00:00,credit_card
8000089,5000089,sale,success,2026-01-08T04:13:00+00:00,111.21,USD,stripe,2026-01-08T04:13:00+00:00,credit_card
8000090,5000090,sale,success,2026-01-09T08:20:00+00:00,144.2,USD,paypal,2026-01-09T08:20:00+00:00,paypal
8000091,5000091,sale,success,2026-01-09T02:25:00+00:00,1016.86,USD,shopify_payments,2026-01-09T02:25:00+00:00,credit_card
8000092,5000092,sale,success,2026-01-09T14:53:00+00:00,362.4,USD,shopify_payments,2026-01-09T14:53:00+00:00,credit_card
8000093,5000093,sale,success,2026-01-09T21:37:00+00:00,125.52,USD,shopify_payments,2026-01-09T21:37:00+00:00,credit_card
8000094,5000094,sale,success,2026-01-09T20:59:00+00:00,257.91,USD,shopify_payments,2026-01-09T20:59:00+00:00,credit_card
8000095,5000095,sale,success,2026-01-09T16:03:00+00:00,208.28,USD,shopify_payments,2026-01-09T16:03:00+00:00,credit_card
8000096,5000096,sale,success,2026-01-09T11:02:00+00:00,1184.25,USD,shopify_payments,2026-01-09T11:02:00+00:00,credit_card
8000097,5000097,sale,success,2026-01-09T15:54:00+00:00,773.25,USD,shopify_payments,2026-01-09T15:54:00+00:00,credit_card
8000098,5000098,sale,success,2026-01-09T02:34:00+00:00,202.13,USD,shopify_payments,2026-01-09T02:34:00+00:00,credit_card
8000099,5000099,sale,success,2026-01-10T08:36:00+00:00,289.88,USD,shopify_payments,2026-01-10T08:36:00+00:00,credit_card
8000100,5000100,sale,success,2026-01-10T09:54:00+00:00,625.78,USD,shopify_payments,2026-01-10T09:54:00+00:00,credit_card
8000101,5000101,sale,success,2026-01-10T21:21:00+00:00,301.82,USD,paypal,2026-01-10T21:21:00+00:00,paypal
8000102,5000102,sale,success,2026-01-10T12:31:00+00:00,406.22,USD,paypal,2026-01-10T12:31:00+00:00,paypal
8000103,5000103,sale,success,2026-01-10T04:19:00+00:00,66.63,USD,shopify_payments,2026-01-10T04:19:00+00:00,credit_card
8000104,5000104,sale,success,2026-01-10T12:41:00+00:00,488.68,USD,shopify_payments,2026-01-10T12:41:00+00:00,credit_card
8000105,5000105,sale,success,2026-01-10T02:15:00+00:00,64.81,USD,shopify_payments,2026-01-10T02:15:00+00:00,credit_card
8000106,5000106,sale,success,2026-01-10T10:47:00+00:00,798.69,USD,shopify_payments,2026-01-10T10:47:00+00:00,credit_card
8000107,5000107,sale,success,2026-01-10T01:46:00+00:00,244.74,USD,shopify_payments,2026-01-10T01:46:00+00:00,credit_card
8000108,5000108,sale,success,2026-01-10T03:40:00+00:00,40.77,USD,paypal,2026-01-10T03:40:00+00:00,paypal
8000109,5000109,sale,success,2026-01-11T07:55:00+00:00,270.65,USD,shopify_payments,2026-01-11T07:55:00+00:00,credit_card
8000110,5000110,sale,success,2026-01-11T17:18:00+00:00,157.41,USD,shopify_payments,2026-01-11T17:18:00+00:00,credit_card
8000111,5000111,sale,success,2026-01-11T14:53:00+00:00,456.75,USD,shopify_payments,2026-01-11T14:53:00+00:00,credit_card
8000112,5000112,sale,success,2026-01-11T01:52:00+00:00,62.14,USD,shopify_payments,2026-01-11T01:52:00+00:00,credit_card
8000113,5000113,sale,success,2026-01-11T02:57:00+00:00,395.89,USD,stripe,2026-01-11T02:57:00+00:00,credit_card
8000114,5000114,sale,success,2026-01-11T16:12:00+00:00,194.22,USD,paypal,2026-01-11T16:12:00+00:00,paypal
8000115,5000115,sale,success,2026-01-11T08:46:00+00:00,516.93,USD,paypal,2026-01-11T08:46:00+00:00,paypal
8000116,5000116,sale,success,2026-01-11T02:56:00+00:00,376.01,USD,paypal,2026-01-11T02:56:00+00:00,paypal
8000117,5000117,sale,success,2026-01-11T22:20:00+00:00,1081.45,USD,shopify_payments,2026-01-11T22:20:00+00:00,credit_card
8000118,5000118,sale,success,2026-01-11T12:01:00+00:00,97.21,USD,shopify_payments,2026-01-11T12:01:00+00:00,credit_card
8000119,5000119,sale,success,2026-01-11T10:21:00+00:00,52.41,USD,shopify_payments,2026-01-11T10:21:00+00:00,credit_card
8000120,5000120,sale,success,2026-01-12T01:28:00+00:00,556.8,USD,shopify_payments,2026-01-12T01:28:00+00:00,credit_card
8000121,5000121,sale,success,2026-01-12T02:20:00+00:00,1233.04,USD,shopify_payments,2026-01-12T02:20:00+00:00,credit_card
8000122,5000122,sale,success,2026-01-12T13:49:00+00:00,36.3,USD,shopify_payments,2026-01-12T13:49:00+00:00,credit_card
8000123,5000123,sale,success,2026-01-12T11:06:00+00:00,285.08,USD,shopify_payments,2026-01-12T11:06:00+00:00,credit_card
8000124,5000124,sale,success,2026-01-12T16:16:00+00:00,475.01,USD,shopify_payments,2026-01-12T16:16:00+00:00,credit_card
8000125,5000125,sale,success,2026-01-12T01:46:00+00:00,644.17,USD,shopify_payments,2026-01-12T01:46:00+00:00,credit_card
8000126,5000126,sale,success,2026-01-12T04:25:00+00:00,1605.23,USD,paypal,2026-01-12T04:25:00+00:00,paypal
8000127,5000127,sale,success,2026-01-12T22:58:00+00:00,474.89,USD,shopify_payments,2026-01-12T22:58:00+00:00,credit_card
8000128,5000128,sale,success,2026-01-12T12:04:00+00:00,342.46,USD,shopify_payments,2026-01-12T12:04:00+00:00,credit_card
8000129,5000129,sale,success,2026-01-13T05:18:00+00:00,84.46,USD,shopify_payments,2026-01-13T05:18:00+00:00,credit_card
8000130,5000130,sale,success,2026-01-13T02:29:00+00:00,405.61,USD,shopify_payments,2026-01-13T02:29:00+00:00,credit_card
8000131,5000131,sale,success,2026-01-13T08:13:00+00:00,141.61,USD,shopify_payments,2026-01-13T08:13:00+00:00,credit_card
8000132,5000132,sale,success,2026-01-13T04:44:00+00:00,291.32,USD,shopify_payments,2026-01-13T04:44:00+00:00,credit_card
8000133,5000133,sale,success,2026-01-13T01:00:00+00:00,143.99,USD,shopify_payments,2026-01-13T01:00:00+00:00,credit_card
8000134,5000134,sale,success,2026-01-13T15:10:00+00:00,376.83,USD,shopify_payments,2026-01-13T15:10:00+00:00,credit_card
8000135,5000135,sale,success,2026-01-13T13:35:00+00:00,356.2,USD,shopify_payments,2026-01-13T13:35:00+00:00,credit_card
8000136,5000136,sale,success,2026-01-14T19:25:00+00:00,432.17,USD,shopify_payments,2026-01-14T19:25:00+00:00,credit_card
8000137,5000137,sale,success,2026-01-14T21:32:00+00:00,1056.84,USD,stripe,2026-01-14T21:32:00+00:00,credit_card
8000138,5000138,sale,success,2026-01-14T09:15:00+00:00,143.77,USD,shopify_payments,2026-01-14T09:15:00+00:00,credit_card
8000139,5000139,sale,success,2026-01-14T23:41:00+00:00,169.7,USD,paypal,2026-01-14T23:41:00+00:00,paypal
8000140,5000140,sale,success,2026-01-14T16:15:00+00:00,64.01,USD,shopify_payments,2026-01-14T16:15:00+00:00,credit_card
8000141,5000141,sale,success,2026-01-14T15:32:00+00:00,542.75,USD,shopify_payments,2026-01-14T15:32:00+00:00,credit_card
8000142,5000142,sale,success,2026-01-14T04:36:00+00:00,327.09,USD,shopify_payments,2026-01-14T04:36:00+00:00,credit_card
8000143,5000143,sale,success,2026-01-14T23:44:00+00:00,614.34,USD,paypal,2026-01-14T23:44:00+00:00,paypal
8000144,5000144,sale,success,2026-01-14T16:55:00+00:00,819.13,USD,shopify_payments,2026-01-14T16:55:00+00:00,credit_card
8000145,5000145,sale,success,2026-01-15T13:41:00+00:00,735.7,USD,shopify_payments,2026-01-15T13:41:00+00:00,credit_card
8000146,5000146,sale,success,2026-01-15T03:30:00+00:00,112.13,USD,shopify_payments,2026-01-15T03:30:00+00:00,credit_card
8000147,5000147,sale,success,2026-01-15T03:43:00+00:00,252.3,USD,shopify_payments,2026-01-15T03:43:00+00:00,credit_card
8000148,5000148,sale,success,2026-01-15T08:51:00+00:00,713.61,USD,shopify_payments,2026-01-15T08:51:00+00:00,credit_card
8000149,5000149,sale,success,2026-01-15T11:53:00+00:00,62.2,USD,shopify_payments,2026-01-15T11:53:00+00:00,credit_card
8000150,5000150,sale,success,2026-01-15T03:11:00+00:00,354.64,USD,shopify_payments,2026-01-15T03:11:00+00:00,credit_card
8000151,5000151,sale,success,2026-01-16T13:06:00+00:00,1682.91,USD,shopify_payments,2026-01-16T13:06:00+00:00,credit_card
8000152,5000152,sale,success,2026-01-16T13:08:00+00:00,194.02,USD,shopify_payments,2026-01-16T13:08:00+00:00,credit_card
8000153,5000153,sale,success,2026-01-16T13:05:00+00:00,88.24,USD,shopify_payments,2026-01-16T13:05:00+00:00,credit_card
8000154,5000154,sale,success,2026-01-16T23:32:00+00:00,422.12,USD,shopify_payments,2026-01-16T23:32:00+00:00,credit_card
8000155,5000155,sale,success,2026-01-16T14:36:00+00:00,329.76,USD,shopify_payments,2026-01-16T14:36:00+00:00,credit_card
8000156,5000156,sale,success,2026-01-16T22:11:00+00:00,126.37,USD,shopify_payments,2026-01-16T22:11:00+00:00,credit_card
8000157,5000157,sale,success,2026-01-16T20:28:00+00:00,150.99,USD,shopify_payments,2026-01-16T20:28:00+00:00,credit_card
8000158,5000158,sale,success,2026-01-16T05:31:00+00:00,155.51,USD,stripe,2026-01-16T05:31:00+00:00,credit_card
8000159,5000159,sale,success,2026-01-16T19:08:00+00:00,219.54,USD,shopify_payments,2026-01-16T19:08:00+00:00,credit_card
8000160,5000160,sale,success,2026-01-16T12:38:00+00:00,667.74,USD,paypal,2026-01-16T12:38:00+00:00,paypal
8000161,5000161,sale,success,2026-01-16T06:49:00+00:00,289.5,USD,shopify_payments,2026-01-16T06:49:00+00:00,credit_card
8000162,5000162,sale,success,2026-01-16T06:53:00+00:00,748.66,USD,shopify_payments,2026-01-16T06:53:00+00:00,credit_card
8000163,5000163,sale,success,2026-01-16T08:02:00+00:00,676.38,USD,paypal,2026-01-16T08:02:00+00:00,paypal
8000164,5000164,sale,success,2026-01-16T10:26:00+00:00,393.9,USD,paypal,2026-01-16T10:26:00+00:00,paypal
8000165,5000165,sale,success,2026-01-17T16:58:00+00:00,146.49,USD,shopify_payments,2026-01-17T16:58:00+00:00,credit_card
8000166,5000166,sale,success,2026-01-17T00:09:00+00:00,122.93,USD,shopify_payments,2026-01-17T00:09:00+00:00,credit_card
8000167,5000167,sale,success,2026-01-17T21:24:00+00:00,73.73,USD,shopify_payments,2026-01-17T21:24:00+00:00,credit_card
8000168,5000168,sale,success,2026-01-17T04:07:00+00:00,163.72,USD,paypal,2026-01-17T04:07:00+00:00,paypal
8000169,5000169,sale,success,2026-01-17T19:09:00+00:00,333.6,USD,shopify_payments,2026-01-17T19:09:00+00:00,credit_card
8000170,5000170,sale,success,2026-01-17T04:24:00+00:00,93.95,USD,paypal,2026-01-17T04:24:00+00:00,paypal
8000171,5000171,sale,success,2026-01-17T10:57:00+00:00,436.37,USD,shopify_payments,2026-01-17T10:57:00+00:00,credit_card
8000172,5000172,sale,success,2026-01-17T07:20:00+00:00,83.44,USD,shopify_payments,2026-01-17T07:20:00+00:00,credit_card
8000173,5000173,sale,success,2026-01-17T23:27:00+00:00,216.98,USD,shopify_payments,2026-01-17T23:27:00+00:00,credit_card
8000174,5000174,sale,success,2026-01-17T22:24:00+00:00,901.51,USD,shopify_payments,2026-01-17T22:24:00+00:00,credit_card
8000175,5000175,sale,success,2026-01-17T16:37:00+00:00,446.37,USD,shopify_payments,2026-01-17T16:37:00+00:00,credit_card
8000176,5000176,sale,success,2026-01-17T10:34:00+00:00,457.85,USD,stripe,2026-01-17T10:34:00+00:00,credit_card
8000177,5000177,sale,success,2026-01-17T07:00:00+00:00,1177.14,USD,shopify_payments,2026-01-17T07:00:00+00:00,credit_card
8000178,5000178,sale,success,2026-01-18T09:01:00+00:00,286.09,USD,shopify_payments,2026-01-18T09:01:00+00:00,credit_card
8000179,5000179,sale,success,2026-01-18T03:15:00+00:00,182.68,USD,shopify_payments,2026-01-18T03:15:00+00:00,credit_card
8000180,5000180,sale,success,2026-01-18T16:15:00+00:00,481.51,USD,shopify_payments,2026-01-18T16:15:00+00:00,credit_card
8000181,5000181,sale,success,2026-01-18T14:46:00+00:00,178.44,USD,shopify_payments,2026-01-18T14:46:00+00:00,credit_card
8000182,5000182,sale,success,2026-01-18T03:25:00+00:00,401.83,USD,shopify_payments,2026-01-18T03:25:00+00:00,credit_card
8000183,5000183,sale,success,2026-01-18T14:38:00+00:00,444.78,USD,shopify_payments,2026-01-18T14:38:00+00:00,credit_card
8000184,5000184,sale,success,2026-01-18T21:39:00+00:00,863.41,USD,paypal,2026-01-18T21:39:00+00:00,paypal
8000185,5000185,sale,success,2026-01-18T08:35:00+00:00,333.13,USD,shopify_payments,2026-01-18T08:35:00+00:00,credit_card
8000186,5000186,sale,success,2026-01-18T00:38:00+00:00,184.17,USD,shopify_payments,2026-01-18T00:38:00+00:00,credit_card
8000187,5000187,sale,success,2026-01-18T04:13:00+00:00,303.39,USD,shopify_payments,2026-01-18T04:13:00+00:00,credit_card
8000188,5000188,sale,success,2026-01-18T16:05:00+00:00,91.31,USD,shopify_payments,2026-01-18T16:05:00+00:00,credit_card
8000189,5000189,sale,success,2026-01-18T20:32:00+00:00,52.17,USD,shopify_payments,2026-01-18T20:32:00+00:00,credit_card
8000190,5000190,sale,success,2026-01-19T14:56:00+00:00,806.78,USD,shopify_payments,2026-01-19T14:56:00+00:00,credit_card
8000191,5000191,sale,success,2026-01-19T04:33:00+00:00,975.42,USD,shopify_payments,2026-01-19T04:33:00+00:00,credit_card
8000192,5000192,sale,success,2026-01-19T00:09:00+00:00,120.4,USD,paypal,2026-01-19T00:09:00+00:00,paypal
8000193,5000193,sale,success,2026-01-19T18:12:00+00:00,942.01,USD,paypal,2026-01-19T18:12:00+00:00,paypal
8000194,5000194,sale,success,2026-01-19T23:18:00+00:00,111.97,USD,shopify_payments,2026-01-19T23:18:00+00:00,credit_card
8000195,5000195,sale,success,2026-01-19T21:24:00+00:00,206.87,USD,shopify_payments,2026-01-19T21:24:00+00:00,credit_card
8000196,5000196,sale,success,2026-01-19T14:12:00+00:00,112.44,USD,shopify_payments,2026-01-19T14:12:00+00:00,credit_card
8000197,5000197,sale,success,2026-01-19T03:50:00+00:00,133.01,USD,shopify_payments,2026-01-19T03:50:00+00:00,credit_card
8000198,5000198,sale,success,2026-01-19T04:34:00+00:00,375.29,USD,shopify_payments,2026-01-19T04:34:00+00:00,credit_card
8000199,5000199,sale,success,2026-01-19T18:23:00+00:00,85.14,USD,shopify_payments,2026-01-19T18:23:00+00:00,credit_card
8000200,5000200,sale,success,2026-01-19T04:39:00+00:00,328.74,USD,shopify_payments,2026-01-19T04:39:00+00:00,credit_card
8000201,5000201,sale,success,2026-01-20T11:02:00+00:00,353.4,USD,shopify_payments,2026-01-20T11:02:00+00:00,credit_card
8000202,5000202,sale,success,2026-01-20T13:10:00+00:00,342.47,USD,paypal,2026-01-20T13:10:00+00:00,paypal
8000203,5000203,sale,success,2026-01-20T11:56:00+00:00,1010.08,USD,paypal,2026-01-20T11:56:00+00:00,paypal
8000204,5000204,sale,success,2026-01-20T05:44:00+00:00,311.2,USD,paypal,2026-01-20T05:44:00+00:00,paypal
8000205,5000205,sale,success,2026-01-20T13:44:00+00:00,1922.66,USD,shopify_payments,2026-01-20T13:44:00+00:00,credit_card
8000206,5000206,sale,success,2026-01-20T13:01:00+00:00,785.45,USD,stripe,2026-01-20T13:01:00+00:00,credit_card
8000207,5000207,sale,success,2026-01-20T20:23:00+00:00,86.03,USD,shopify_payments,2026-01-20T20:23:00+00:00,credit_card
8000208,5000208,sale,success,2026-01-20T06:18:00+00:00,1118.89,USD,shopify_payments,2026-01-20T06:18:00+00:00,credit_card
8000209,5000209,sale,success,2026-01-20T15:50:00+00:00,666.4,USD,stripe,2026-01-20T15:50:00+00:00,credit_card
8000210,5000210,sale,success,2026-01-20T16:47:00+00:00,493.66,USD,shopify_payments,2026-01-20T16:47:00+00:00,credit_card
8000211,5000211,sale,success,2026-01-20T05:14:00+00:00,738.0,USD,shopify_payments,2026-01-20T05:14:00+00:00,credit_card
8000212,5000212,sale,success,2026-01-20T13:51:00+00:00,782.66,USD,shopify_payments,2026-01-20T13:51:00+00:00,credit_card
8000213,5000213,sale,success,2026-01-21T10:59:00+00:00,395.25,USD,shopify_payments,2026-01-21T10:59:00+00:00,credit_card
