id,product_id,title,sku,price,compare_at_price,option1,option2,option3,inventory_item_id,inventory_quantity,requires_shipping,taxable,barcode,weight,weight_unit,created_at,updated_at
2000024,1000024,XL / Navy,RW-015,111.47,,XL,Navy,,3000024,80,True,True,NW10000242000024,0.4,kg,2026-03-01T00:00:00+00:00,2026-03-01T00:00:00+00:00
2000025,1000025,XS / White,RW-016,145.81,,XS,White,,3000025,80,True,True,NW10000252000025,0.4,kg,2026-03-01T00:00:00+00:00,2026-03-01T00:00:00+00:00
2000026,1000026,S / Sand,RW-017,141.5,,S,Sand,,3000026,80,True,True,NW10000262000026,0.4,kg,2026-03-01T00:00:00+00:00,2026-03-01T00:00:00+00:00
2000027,1000027,M / Terracotta,RW-018,63.26,,M,Terracotta,,3000027,80,True,True,NW10000272000027,0.4,kg,2026-03-01T00:00:00+00:00,2026-03-01T00:00:00+00:00
2000028,1000028,XS / Black,OJ-0028-XS-BLA,269.04,,XS,Black,,3000028,140,True,True,NW10000282000028,1.4,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000029,1000028,XS / Navy,OJ-0028-XS-NAV,169.48,,XS,Navy,,3000029,42,True,True,NW10000282000029,1.37,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000030,1000028,XS / Gray,OJ-0028-XS-GRA,141.64,,XS,Gray,,3000030,97,True,True,NW10000282000030,1.34,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000031,1000028,S / Black,OJ-0028-S-BLA,122.83,,S,Black,,3000031,135,True,True,NW10000282000031,1.49,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000032,1000028,S / Navy,OJ-0028-S-NAV,107.83,,S,Navy,,3000032,72,True,True,NW10000282000032,0.66,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000033,1000028,S / Gray,OJ-0028-S-GRA,252.81,,S,Gray,,3000033,147,True,True,NW10000282000033,0.62,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000034,1000028,M / Black,OJ-0028-M-BLA,164.73,,M,Black,,3000034,147,True,True,NW10000282000034,1.31,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000035,1000028,M / Navy,OJ-0028-M-NAV,265.68,,M,Navy,,3000035,147,True,True,NW10000282000035,0.92,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000036,1000028,M / Gray,OJ-0028-M-GRA,294.21,,M,Gray,,3000036,54,True,True,NW10000282000036,1.35,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000037,1000028,L / Black,OJ-0028-L-BLA,174.67,,L,Black,,3000037,47,True,True,NW10000282000037,1.28,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000038,1000028,L / Navy,OJ-0028-L-NAV,256.98,,L,Navy,,3000038,183,True,True,NW10000282000038,0.53,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000039,1000028,L / Gray,OJ-0028-L-GRA,302.0,,L,Gray,,3000039,110,True,True,NW10000282000039,1.14,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000040,1000028,XL / Black,OJ-0028-XL-BLA,156.0,,XL,Black,,3000040,52,True,True,NW10000282000040,1.28,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000041,1000028,XL / Navy,OJ-0028-XL-NAV,275.71,,XL,Navy,,3000041,53,True,True,NW10000282000041,1.36,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000042,1000028,XL / Gray,OJ-0028-XL-GRA,96.82,,XL,Gray,,3000042,157,True,True,NW10000282000042,0.92,kg,2024-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000043,1000029,XS / Brown,OJ-0029-XS-BRO,249.83,,XS,Brown,,3000043,163,True,True,NW10000292000043,0.37,kg,2024-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000044,1000029,XS / Gray,OJ-0029-XS-GRA,182.32,,XS,Gray,,3000044,154,True,True,NW10000292000044,0.29,kg,2024-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000045,1000029,XS / Camel,OJ-0029-XS-CAM,118.47,,XS,Camel,,3000045,117,True,True,NW10000292000045,0.97,kg,2024-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000046,1000030,XS / Camel,OJ-0030-XS-CAM,253.51,,XS,Camel,,3000046,97,True,True,NW10000302000046,1.18,kg,2022-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000047,1000030,XS / Brown,OJ-0030-XS-BRO,312.19,,XS,Brown,,3000047,33,True,True,NW10000302000047,0.79,kg,2022-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000048,1000030,S / Camel,OJ-0030-S-CAM,253.92,,S,Camel,,3000048,89,True,True,NW10000302000048,1.27,kg,2022-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000049,1000030,S / Brown,OJ-0030-S-BRO,203.89,,S,Brown,,3000049,162,True,True,NW10000302000049,0.87,kg,2022-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000050,1000030,M / Camel,OJ-0030-M-CAM,139.42,,M,Camel,,3000050,102,True,True,NW10000302000050,1.22,kg,2022-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000051,1000030,M / Brown,OJ-0030-M-BRO,186.41,,M,Brown,,3000051,69,True,True,NW10000302000051,1.48,kg,2022-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000052,1000031,XS / Gray,OJ-0031-XS-GRA,263.46,,XS,Gray,,3000052,67,True,True,NW10000312000052,0.53,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000053,1000031,XS / Black,OJ-0031-XS-BLA,238.89,,XS,Black,,3000053,79,True,True,NW10000312000053,0.32,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000054,1000031,XS / Brown,OJ-0031-XS-BRO,271.27,,XS,Brown,,3000054,193,True,True,NW10000312000054,0.77,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000055,1000031,S / Gray,OJ-0031-S-GRA,194.48,,S,Gray,,3000055,24,True,True,NW10000312000055,0.57,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000056,1000031,S / Black,OJ-0031-S-BLA,184.49,,S,Black,,3000056,88,True,True,NW10000312000056,0.45,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000057,1000031,S / Brown,OJ-0031-S-BRO,170.81,,S,Brown,,3000057,147,True,True,NW10000312000057,1.48,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000058,1000031,M / Gray,OJ-0031-M-GRA,125.66,,M,Gray,,3000058,50,True,True,NW10000312000058,0.34,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000059,1000031,M / Black,OJ-0031-M-BLA,194.42,,M,Black,,3000059,89,True,True,NW10000312000059,0.42,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000060,1000031,M / Brown,OJ-0031-M-BRO,219.1,,M,Brown,,3000060,82,True,True,NW10000312000060,1.09,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000061,1000031,L / Gray,OJ-0031-L-GRA,134.42,,L,Gray,,3000061,126,True,True,NW10000312000061,1.32,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000062,1000031,L / Black,OJ-0031-L-BLA,209.45,,L,Black,,3000062,26,True,True,NW10000312000062,1.22,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000063,1000031,L / Brown,OJ-0031-L-BRO,278.86,,L,Brown,,3000063,190,True,True,NW10000312000063,1.21,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000064,1000031,XL / Gray,OJ-0031-XL-GRA,184.62,,XL,Gray,,3000064,45,True,True,NW10000312000064,1.31,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000065,1000031,XL / Black,OJ-0031-XL-BLA,266.86,,XL,Black,,3000065,150,True,True,NW10000312000065,0.63,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000066,1000031,XL / Brown,OJ-0031-XL-BRO,110.16,,XL,Brown,,3000066,164,True,True,NW10000312000066,1.34,kg,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000067,1000032,XS / Brown,OJ-0032-XS-BRO,278.75,,XS,Brown,,3000067,170,True,True,NW10000322000067,0.39,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000068,1000032,XS / Gray,OJ-0032-XS-GRA,279.25,,XS,Gray,,3000068,71,True,True,NW10000322000068,0.6,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000069,1000032,S / Brown,OJ-0032-S-BRO,162.04,,S,Brown,,3000069,197,True,True,NW10000322000069,0.45,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000070,1000032,S / Gray,OJ-0032-S-GRA,274.53,,S,Gray,,3000070,120,True,True,NW10000322000070,1.3,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000071,1000032,M / Brown,OJ-0032-M-BRO,179.31,,M,Brown,,3000071,155,True,True,NW10000322000071,0.69,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000072,1000032,M / Gray,OJ-0032-M-GRA,188.62,,M,Gray,,3000072,96,True,True,NW10000322000072,1.01,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000073,1000032,L / Brown,OJ-0032-L-BRO,138.86,,L,Brown,,3000073,38,True,True,NW10000322000073,1.27,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000074,1000032,L / Gray,OJ-0032-L-GRA,201.85,,L,Gray,,3000074,47,True,True,NW10000322000074,1.3,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000075,1000032,XL / Brown,OJ-0032-XL-BRO,142.21,,XL,Brown,,3000075,164,True,True,NW10000322000075,1.05,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000076,1000032,XL / Gray,OJ-0032-XL-GRA,243.17,,XL,Gray,,3000076,62,True,True,NW10000322000076,0.31,kg,2023-06-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000077,1000033,XS / Gray,OJ-0033-XS-GRA,215.95,,XS,Gray,,3000077,187,True,True,NW10000332000077,1.47,kg,2023-03-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000078,1000033,S / Gray,OJ-0033-S-GRA,205.61,,S,Gray,,3000078,131,True,True,NW10000332000078,0.5,kg,2023-03-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000079,1000034,XS / Brown,OJ-0034-XS-BRO,192.48,,XS,Brown,,3000079,118,True,True,NW10000342000079,0.28,kg,2024-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000080,1000035,XS / Camel,OJ-0035-XS-CAM,259.65,,XS,Camel,,3000080,175,True,True,NW10000352000080,1.03,kg,2023-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000081,1000035,XS / Navy,OJ-0035-XS-NAV,148.21,,XS,Navy,,3000081,155,True,True,NW10000352000081,0.75,kg,2023-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000082,1000035,S / Camel,OJ-0035-S-CAM,89.65,,S,Camel,,3000082,76,True,True,NW10000352000082,0.87,kg,2023-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000083,1000035,S / Navy,OJ-0035-S-NAV,165.42,,S,Navy,,3000083,142,True,True,NW10000352000083,0.92,kg,2023-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000084,1000036,XS / Black,OJ-0036-XS-BLA,233.32,,XS,Black,,3000084,102,True,True,NW10000362000084,0.56,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000085,1000036,XS / Olive,OJ-0036-XS-OLI,260.56,,XS,Olive,,3000085,158,True,True,NW10000362000085,1.17,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000086,1000036,S / Black,OJ-0036-S-BLA,250.82,,S,Black,,3000086,108,True,True,NW10000362000086,0.88,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000087,1000036,S / Olive,OJ-0036-S-OLI,136.58,,S,Olive,,3000087,26,True,True,NW10000362000087,1.15,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000088,1000036,M / Black,OJ-0036-M-BLA,289.49,,M,Black,,3000088,168,True,True,NW10000362000088,0.97,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000089,1000036,M / Olive,OJ-0036-M-OLI,264.08,,M,Olive,,3000089,85,True,True,NW10000362000089,1.06,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000090,1000037,XS / Black,OJ-0037-XS-BLA,296.1,,XS,Black,,3000090,111,True,True,NW10000372000090,0.99,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000091,1000037,XS / Olive,OJ-0037-XS-OLI,117.4,,XS,Olive,,3000091,199,True,True,NW10000372000091,0.77,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000092,1000037,XS / Navy,OJ-0037-XS-NAV,248.57,,XS,Navy,,3000092,109,True,True,NW10000372000092,0.43,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000093,1000037,S / Black,OJ-0037-S-BLA,128.97,,S,Black,,3000093,182,True,True,NW10000372000093,1.39,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000094,1000037,S / Olive,OJ-0037-S-OLI,140.08,,S,Olive,,3000094,49,True,True,NW10000372000094,0.75,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000095,1000037,S / Navy,OJ-0037-S-NAV,164.45,,S,Navy,,3000095,164,True,True,NW10000372000095,0.66,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000096,1000037,M / Black,OJ-0037-M-BLA,137.47,,M,Black,,3000096,26,True,True,NW10000372000096,0.78,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000097,1000037,M / Olive,OJ-0037-M-OLI,202.09,,M,Olive,,3000097,126,True,True,NW10000372000097,1.04,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000098,1000037,M / Navy,OJ-0037-M-NAV,101.94,,M,Navy,,3000098,195,True,True,NW10000372000098,0.48,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000099,1000037,L / Black,OJ-0037-L-BLA,192.59,,L,Black,,3000099,51,True,True,NW10000372000099,1.06,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000100,1000037,L / Olive,OJ-0037-L-OLI,200.44,,L,Olive,,3000100,25,True,True,NW10000372000100,0.46,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000101,1000037,L / Navy,OJ-0037-L-NAV,156.51,,L,Navy,,3000101,145,True,True,NW10000372000101,1.28,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000102,1000037,XL / Black,OJ-0037-XL-BLA,228.67,,XL,Black,,3000102,72,True,True,NW10000372000102,0.47,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000103,1000037,XL / Olive,OJ-0037-XL-OLI,269.43,,XL,Olive,,3000103,103,True,True,NW10000372000103,1.14,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000104,1000037,XL / Navy,OJ-0037-XL-NAV,98.15,,XL,Navy,,3000104,131,True,True,NW10000372000104,1.33,kg,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000105,1000038,XS / Olive,OJ-0038-XS-OLI,227.2,,XS,Olive,,3000105,172,True,True,NW10000382000105,0.38,kg,2023-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000106,1000038,S / Olive,OJ-0038-S-OLI,112.13,,S,Olive,,3000106,163,True,True,NW10000382000106,0.27,kg,2023-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000107,1000038,M / Olive,OJ-0038-M-OLI,236.5,,M,Olive,,3000107,154,True,True,NW10000382000107,1.43,kg,2023-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000108,1000038,L / Olive,OJ-0038-L-OLI,301.48,,L,Olive,,3000108,115,True,True,NW10000382000108,1.11,kg,2023-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000109,1000038,XL / Olive,OJ-0038-XL-OLI,304.66,,XL,Olive,,3000109,112,True,True,NW10000382000109,0.59,kg,2023-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000110,1000038,XXL / Olive,OJ-0038-XXL-OLI,221.09,,XXL,Olive,,3000110,37,True,True,NW10000382000110,0.53,kg,2023-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000111,1000039,XS / Navy,OJ-0039-XS-NAV,294.37,,XS,Navy,,3000111,48,True,True,NW10000392000111,0.53,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000112,1000039,XS / Camel,OJ-0039-XS-CAM,258.78,,XS,Camel,,3000112,101,True,True,NW10000392000112,0.92,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000113,1000039,XS / Black,OJ-0039-XS-BLA,108.97,,XS,Black,,3000113,99,True,True,NW10000392000113,0.74,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000114,1000039,S / Navy,OJ-0039-S-NAV,146.6,,S,Navy,,3000114,152,True,True,NW10000392000114,0.71,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000115,1000039,S / Camel,OJ-0039-S-CAM,148.15,,S,Camel,,3000115,192,True,True,NW10000392000115,0.24,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000116,1000039,S / Black,OJ-0039-S-BLA,254.64,,S,Black,,3000116,77,True,True,NW10000392000116,0.65,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000117,1000039,M / Navy,OJ-0039-M-NAV,125.06,,M,Navy,,3000117,146,True,True,NW10000392000117,1.35,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000118,1000039,M / Camel,OJ-0039-M-CAM,255.66,,M,Camel,,3000118,34,True,True,NW10000392000118,0.22,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000119,1000039,M / Black,OJ-0039-M-BLA,264.08,,M,Black,,3000119,170,True,True,NW10000392000119,1.42,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000120,1000039,L / Navy,OJ-0039-L-NAV,181.87,,L,Navy,,3000120,184,True,True,NW10000392000120,0.94,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000121,1000039,L / Camel,OJ-0039-L-CAM,125.71,,L,Camel,,3000121,170,True,True,NW10000392000121,0.31,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000122,1000039,L / Black,OJ-0039-L-BLA,135.61,,L,Black,,3000122,103,True,True,NW10000392000122,0.86,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000123,1000039,XL / Navy,OJ-0039-XL-NAV,251.31,,XL,Navy,,3000123,35,True,True,NW10000392000123,0.27,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000124,1000039,XL / Camel,OJ-0039-XL-CAM,313.75,,XL,Camel,,3000124,192,True,True,NW10000392000124,0.74,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000125,1000039,XL / Black,OJ-0039-XL-BLA,119.66,,XL,Black,,3000125,61,True,True,NW10000392000125,0.55,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000126,1000039,XXL / Navy,OJ-0039-XXL-NAV,223.9,,XXL,Navy,,3000126,89,True,True,NW10000392000126,0.81,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000127,1000039,XXL / Camel,OJ-0039-XXL-CAM,93.51,,XXL,Camel,,3000127,40,True,True,NW10000392000127,0.74,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000128,1000039,XXL / Black,OJ-0039-XXL-BLA,315.01,,XXL,Black,,3000128,142,True,True,NW10000392000128,1.29,kg,2023-02-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000129,1000040,XS / Navy,OJ-0040-XS-NAV,232.5,,XS,Navy,,3000129,147,True,True,NW10000402000129,0.72,kg,2022-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000130,1000040,S / Navy,OJ-0040-S-NAV,317.75,,S,Navy,,3000130,119,True,True,NW10000402000130,0.94,kg,2022-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000131,1000040,M / Navy,OJ-0040-M-NAV,294.4,,M,Navy,,3000131,116,True,True,NW10000402000131,1.27,kg,2022-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000132,1000040,L / Navy,OJ-0040-L-NAV,193.01,,L,Navy,,3000132,195,True,True,NW10000402000132,0.44,kg,2022-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000133,1000040,XL / Navy,OJ-0040-XL-NAV,115.42,,XL,Navy,,3000133,91,True,True,NW10000402000133,1.22,kg,2022-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000134,1000041,XS / Olive,OJ-0041-XS-OLI,304.42,,XS,Olive,,3000134,174,True,True,NW10000412000134,0.45,kg,2023-04-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000135,1000041,XS / Camel,OJ-0041-XS-CAM,275.57,,XS,Camel,,3000135,156,True,True,NW10000412000135,1.0,kg,2023-04-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000136,1000041,XS / Gray,OJ-0041-XS-GRA,217.9,,XS,Gray,,3000136,50,True,True,NW10000412000136,0.98,kg,2023-04-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000137,1000041,S / Olive,OJ-0041-S-OLI,284.56,,S,Olive,,3000137,186,True,True,NW10000412000137,0.46,kg,2023-04-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000138,1000041,S / Camel,OJ-0041-S-CAM,281.29,,S,Camel,,3000138,192,True,True,NW10000412000138,0.59,kg,2023-04-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000139,1000041,S / Gray,OJ-0041-S-GRA,223.64,,S,Gray,,3000139,196,True,True,NW10000412000139,1.45,kg,2023-04-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000140,1000042,XS / Olive,OJ-0042-XS-OLI,249.15,,XS,Olive,,3000140,98,True,True,NW10000422000140,0.68,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000141,1000042,XS / Camel,OJ-0042-XS-CAM,138.94,,XS,Camel,,3000141,99,True,True,NW10000422000141,1.45,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000142,1000042,S / Olive,OJ-0042-S-OLI,304.81,,S,Olive,,3000142,96,True,True,NW10000422000142,1.24,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000143,1000042,S / Camel,OJ-0042-S-CAM,278.21,,S,Camel,,3000143,121,True,True,NW10000422000143,0.89,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000144,1000042,M / Olive,OJ-0042-M-OLI,280.01,,M,Olive,,3000144,100,True,True,NW10000422000144,0.48,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000145,1000042,M / Camel,OJ-0042-M-CAM,264.13,,M,Camel,,3000145,113,True,True,NW10000422000145,0.47,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000146,1000042,L / Olive,OJ-0042-L-OLI,182.36,,L,Olive,,3000146,67,True,True,NW10000422000146,0.59,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000147,1000042,L / Camel,OJ-0042-L-CAM,144.94,,L,Camel,,3000147,168,True,True,NW10000422000147,1.09,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000148,1000042,XL / Olive,OJ-0042-XL-OLI,314.73,,XL,Olive,,3000148,156,True,True,NW10000422000148,0.55,kg,2024-02-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
